professor_name,classname,date,quality_rating,difficulty_rating,comments
Denis Gorodkov,MAT224,"Dec 15th, 2024",5.0,3.0,"Professor Gorodkov has great lectures and his office hours are even better! I had him for MAT188 which is engineering linear algebra and he was always so helpful during office hours and took the time to explain all concepts in detail. Very good lectures and he has great student hours! Very good at explaining concepts. If you have him, you're lucky!"
Denis Gorodkov,MAT224,"Nov 20th, 2024",5.0,3.0,"Hands down the best professor I have ever had at UofT. His lectures were extremely engaging and you could tell he really cared about his students. He organized two 3 hour long review sessions before the final exam, and he was always extremely willing to answer questions and re-explain concepts. I wish he taught every math course here. King."
Denis Gorodkov,MAT224,"Oct 18th, 2024",5.0,3.0,Best professor at UofT. Made the content very interesting and it felt worth it to go to his lectures. You can see that he genuinely cares about teaching students and he always answers any questions with so much effort and thought. Definitely go to his office hours because he explains problems and solutions very well!!
Denis Gorodkov,MAT224,"Sep 24th, 2024",5.0,2.0,"One of my favourite profs I've had at UofT, could not recommend more."
Denis Gorodkov,MAT224,"Jul 15th, 2024",5.0,3.0,"One the the most enthusiastic and caring profs i have ever seen. I was not originally in his section, but made an effort to get up at 9 for his lectures (it was that interesting)."
Denis Gorodkov,MAT224,"Jun 10th, 2024",5.0,3.0,"He is the best professor I have ever met in UofT. He has the best-organized Quercus page of all instructors. He is good at explaining abstract theorems with well-understand examples. In addition, he is willing to spend more time with students after the lecture. His office hours are always popular that the office is crowded with students every time."
Denis Gorodkov,MAT224,"May 10th, 2024",5.0,2.0,"The best professor, he cares about students and is willing to spend his time to help. He also did an amazing job of explaining abstract concepts with interesting examples in the lectures. I would definitely take his lecture again if I have the chance."
Denis Gorodkov,MAT224,"Apr 23rd, 2024",5.0,3.0,"Such a good prof. Explains concepts in a really good way, is one of the only profs in 224 that actually provides students with material outside of the lecture. He literally has a website dedicated to this course."
Denis Gorodkov,MAT224,"Mar 20th, 2024",5.0,3.0,He is so caring and his lecture is so good that I still force myself to go to his 9am lecture while extremely sleep deprived.
Denis Gorodkov,MAT224,"May 8th, 2023",5.0,3.0,This professor can explain some of the most complex things in the course to the point where you can understand it. He is also very caring and is willing to spend extra time with you. He is easily the best professor ive had so far
Denis Gorodkov,MAT224,"Apr 11th, 2023",5.0,3.0,"Denis is the most caring professor I have met in UofT! He gives students confidence to ask questions, and when you are falling behind on your schoolwork, he will take the time to guide you step-by-step outside of class. As long as you are communicating with him, you will have the best MAT224 experience!"
Denis Gorodkov,MAT224,"Mar 9th, 2023",5.0,3.0,This professor provides a lot of material that clearly explains material in textbook and is always able to easily answer any questions that appear throughout the lecture. Would definitely recommend him.
Denis Gorodkov,MAT224,"Mar 6th, 2023",5.0,3.0,"Only prof i've met that cares about students, seriously inspires you to want to complete the course work and succeed. Makes boring content interesting. You have to learn the course material and basics by yourself with the textbook (not that difficult to do), and he'll recap in lecture and show you why its exciting with cool sample problems."
Denis Gorodkov,MAT224,"Mar 3rd, 2023",5.0,3.0,"An amazing prof. A very nice and humorous guy, and is the only MAT224 prof who organizes contents into PPT slides. These slides are very helpful, organized and detailed. He has accent when speaking English, but it is a minor issue and not hard to understand."
Krzysztof Ciosmak,mat188,"Jan 9th, 2025",1.0,4.0,"This prof was absolutely horrible. He is not good at explaining and almost everyone stopped showing up to his lectures a few weeks in. I recommend either going to other lecture sections, any other prof is good. Or, rely on the PCEs, but beware they are worded badly. Just copy and paste onto chatgpt and tell it to reword it and explain better."
Krzysztof Ciosmak,MAT267,"Dec 30th, 2024",2.0,3.0,:1985: (For reference :1984: is IUT)
Krzysztof Ciosmak,MAT267,"May 8th, 2023",2.0,3.0,The course was not well-organized but it was doable. Curve down warning tho?
Dinushi Munasinghe,MAT188,"Dec 24th, 2024",5.0,3.0,"I didn't have her but when preparing for the MAT188 final, I went to her office hours and she was really sweet, and caring, and always tried her best. She was also really personable and made studying for linear algebra a lot more fun. She also put a lot of effort into making handouts to help student out with studying, which I really appreciated."
Dinushi Munasinghe,MAT188,"Dec 10th, 2024",5.0,4.0,"I love her so much! She is such a hilarious, caring prof. She literally spent hours staying up making a review booklet for us that goes over the entire course, with definitions and fill-in-the-blank questions. She explains concepts so clearly in her 'vibey notes'. I'm not even in her section lol but her lectures >>>> 

She's so unbothered queen LOL"
Dinushi Munasinghe,MAT188,"Nov 18th, 2024",5.0,2.0,"Great prof. She is one of the funniest teachers I've had since elementary school hands down. She dumbs down the concepts really well using familiar analogies that a toddler can understand. And while it may not get you marks on a test, they make the concepts click. She goes above and beyond to ensure the success of her students. Always read PCEs."
Dinushi Munasinghe,MAT188,"Nov 13th, 2024",5.0,2.0,Dinushi oh Dinushi where do I begin? Absolutely the goat professor right now. She is extremely helpful and will go above and beyond to help her students understand. She'll stay back till even midnight just to help the few students who need it. Her lectures are very engaging too. She's great at her job and I would 100% recommend.
Dinushi Munasinghe,MAT188,"Nov 12th, 2024",5.0,1.0,she is defently the best prof ever. i would compare her to luka doncic tbh. she litterly stayed up to 11:30 pm on campus to make sure i understand the lin alg midterm for today and guess what I AM NOT COOKED (i think idk we will see). but seriously she explained the concepts to me so well and honestly shes super chill. like i said 10/10.
Dinushi Munasinghe,MAT188,"Dec 6th, 2021",4.0,4.0,"Solid prof, just make sure you do the PCEs and read up on the topic a little bit beforehand so you understand what she's saying. Seems like a very chill person overall."
Dinushi Munasinghe,MAT188,"Dec 1st, 2021",5.0,4.0,I was with Vardan Papyan for the first 2 months of my first semester but eversince i discovered her online lectures I fell in love with her teaching style. She is super approachable and covers all the theory in detail. You don't even need to go through the wacky textbook after attending her lectures! Change your MAT188 professor today to Dinushi!
Dinushi Munasinghe,MAT223,"Sep 20th, 2021",1.0,3.0,"Vindictive and will not be open at all to re-grading, no matter how absurd the marking was or even if it is clear the marking was wrong / unfair. Concepts and material are not tested well, rather its multiple choice where there are multiple answers and if you miss one you're 0%. Past tests provided often have mistakes in them. Avoid at all costs."
Dinushi Munasinghe,MAT223,"Mar 1st, 2021",5.0,3.0,Great prof. Super kind and explains things in detail. Would def take again for a future course.
Jason Siefken,MAT244,"Jan 18th, 2025",1.0,5.0,Don't choose his class if possible... there's a serious lack of content in this class.
Jason Siefken,MAT244,"Jan 17th, 2025",5.0,3.0,Very good professor and course. Way too many complainers here. Only thing is that the instructors could be more responsive on Piazza but other than that it was a great course.
Jason Siefken,MAT244,"Jan 12th, 2025",1.0,3.0,if u see him; run for your life; he thinks uoft is a school in his hood
Jason Siefken,MAT244,"Jan 12th, 2025",1.0,2.0,"I was expecting to learn how to solve ODEs in this course, but we mostly worked with Microsoft Excel. We did NOT touch a single ODE until probably the sixth week of class. Homeworks are very weird, group test of 12 items that counted for 20% of your grade, this course is a big waste of time."
Jason Siefken,MAT244,"Dec 26th, 2024",1.0,4.0,"Assignments are marked like it's MAT157, but there are no proofs/marking rubric is unclear. He is defensive to any student requests/criticism. On piazza, he responds passive aggressively, with claims like 'any applied math course is not taught by serious people'. I hope they never let you teach any serious math course, you deeply unserious person."
Jason Siefken,MAT244,"Dec 21st, 2024",1.0,2.0,"Bro literally taught the class like high school, don't take this course. Mostly worked with Microsoft Excel instead of solving ODEs, and there were group tests."
Jason Siefken,MAT244,"Dec 20th, 2024",1.0,1.0,Run Run Run Run !!!!
Jason Siefken,MAT244,"Dec 19th, 2024",1.0,5.0,"Do not take course of this professor or the course he coordinated. strictly no curve, the course structure is very poor and unorganized. I took intro to ODE and by the end of the semester I still don't know how to solve ode properly because he never taught us math. All we are doing is modeling and excel.. it doesn't prepare at all for PDE next year"
Jason Siefken,MAT244,"Dec 16th, 2024",1.0,5.0,"This is the most poorly structured course I have taken at UofT. It is unclear why the university keep hire such a professor. The refusal to implement a curve or make adjustments, despite many students clearly needing them. Also, the group portion of the midterm felt entirely random and lacked proper preparation or reference materials."
Jason Siefken,MAT244,"Dec 16th, 2024",2.0,4.0,"His teaching approach is totally different, as it focuses more on applications like Excel rather than  analytical method.  Personally, I believe that the idea of holding group tests, particularly for midterms or exams, is problematic. While collaboration is valuable in certain aspects, I don't think it's appropriate for high-stakes assessments."
Jason Siefken,MAT244,"Dec 16th, 2024",1.0,5.0,"Please don't take his courses... we did the minimal amount of integrals in an ODE course, and the whole course is purely based on Excel, group projects, and simulations instead of analytically solving for ODEs. The group portions and the midterm were also very tough and he didn't give any curvings and adjustments."
Jason Siefken,MAT244,"Dec 16th, 2024",1.0,5.0,"100% trash. Like to give grades over 10+ 20+ and it's very easy to lose marks. Get a 50% or 60% in your grade, including hw and tests (both individual and group), is very easy. No relation with math, purely excel class."
Jason Siefken,MAT244,"Dec 16th, 2024",1.0,4.0,"Don't take this class. I put in a lot of effort into my learning, went to all the lectures, and did well on the individual assignments/exams, but my average was dragged down by the group assignments, which are worth a lot. I'm disappointed because we didn't study most of the material in the textbook, we basically only did Excel, no actual math."
Jason Siefken,MAT244,"Dec 14th, 2024",1.0,5.0,"Do not take this professor's course. so difficult, we need to more  curve. His mid average is 42!!!!!!!!!!"
Jason Siefken,MAT244,"Dec 11th, 2024",1.0,5.0,"Firstly, DON'T CHOOSE THIS PROF'S COURSE! The homework grades are ridiculous, even though your answer is correct, but TA would minus the grade on very little things which are unnecessary. Learned nothing in the lecture, excel is useless in ODE. The group test can not be understood. All of the contents in this course are ridiculous."
Jason Siefken,MAT244,"Dec 9th, 2024",1.0,5.0,very hard not any curve very mean average 42 fkkkkk
Jason Siefken,MAT244,"Dec 8th, 2024",1.0,2.0,I learned nothing from the course. He also treats the class like high school/elementary school kids. Also obsessed with forcing people into groups for midterms and final.
Jason Siefken,MAT244,"Dec 8th, 2024",1.0,5.0,DON'T TAKE HIS COURSEEEE
Jason Siefken,MAT244,"Dec 8th, 2024",1.0,5.0,"After midterm scores came out, he adjusted the syllabus: splitting the final into group and individual parts and letting the final score replace the midterm if higher. We welcomed it at first, but the group final shocked us with unfamiliar questions. When asked about a curve on Piazza, he refused."
Jason Siefken,MAT244,"Dec 8th, 2024",1.0,5.0,"After midterm scores came out, he adjusted the syllabus: splitting the final into group and individual parts and letting the final score replace the midterm if higher. We welcomed it at first, but the group final shocked us with unfamiliar questions. When asked about a curve on Piazza, he refused, leaving us feeling misled."
Jason Siefken,MAT244,"Dec 7th, 2024",2.0,4.0,"So much excel, why? Is it the way that Math should be?"
Jason Siefken,MAT244,"Dec 4th, 2024",1.0,5.0,"I never thought that this math course was completely different from the same course taken by previous students. Why do we have to add group sections in the exam, and why do we require Excel modeling?"
Jason Siefken,MAT244,"Dec 1st, 2024",3.0,2.0,"While this new edition of MAT244 isn't for those taking pure mathematics, it is a breath of fresh air compared to the other 200-level math courses. The teaching sometimes feels like high school, but Prof. Siefken is a nice person, and is easily approachable. Probably a course for those in the applied mathematics fields (e.g. economics, physics)"
Jason Siefken,MAT244,"Nov 20th, 2024",1.0,5.0,He always discuss the topic related to homework AFTER the homework deadline.
Jason Siefken,MAT244,"Nov 20th, 2024",1.0,2.0,"Terrible experience with this course. Lectures are so, so slow and we spend so much time doing Excel. Even have to use Excel during the group exams (why do these even exist).
11 weeks in and we haven't learned how to analytically solve anything rather than separable ODEs.
Doesn't even teach most of the stuff that was in the course description."
Jason Siefken,MAT244,"Nov 15th, 2024",1.0,5.0,"Professor Siefken's MAT244 class caters to economics, statistics and business students who use excel and constant visualization to understand concepts. However, this is not a class that is required or even recommended for these majors. Students taking this course should not go to lectures in order to avoid confusion and read the textbook instead."
Jason Siefken,MAT244,"Nov 1st, 2024",1.0,4.0,"Hands down the worst prof I've ever had for any course. The way the class is structured is a joke. We're forced to self-study to solve any homework problem, he's taught nothing about solving ODEs and has proved no theorems in class. He also treats you with a condescending demeanor and brushes you off when you try to ask a question after class."
Jason Siefken,MAT244,"Oct 30th, 2024",1.0,5.0,"He doesn't actually ""teach"" any of the concepts. I'll get assigned a problem set and have to study on my own because he didn't actually teach us how to solve anything. He seems like a great guy but man he ruined this course."
Jason Siefken,MAT244,"Oct 30th, 2024",1.0,3.0,Weird teaching and ta isnt helpful at all
Jason Siefken,MAT244,"Oct 23rd, 2024",1.0,5.0,He never teach any definitions or theorems in his lecture.
Jason Siefken,MAT224,"Oct 23rd, 2024",1.0,5.0,He does not tell us any definition in his lecture.
Jason Siefken,MAT244,"Oct 21st, 2024",1.0,5.0,"We have done absolutely nothing in lecture other than make models for random scenarios, followed by ""now you guys take 10 mins and model this on excel"". With the intention of catering to the losers in non math fields who need to learn modeling for their programs, ""Professor"" Siefken reworked this course from a normal ode course to this slop."
Jason Siefken,MAT244,"Oct 16th, 2024",1.0,3.0,"Course structure is beyond terrible. Most of lectures are spent discussing Excel spreadsheets. This is an ODE class, not an Excel class. Seems like it is catered more towards physics/other students than to actual mathematics students. Group component on midterm in a math course tells you all you need to know about his ""innovative"" teaching style"
Jason Siefken,MAT244,"Oct 14th, 2024",1.0,5.0,how hard ?
Jason Siefken,MAT244,"Oct 9th, 2024",1.0,5.0,Annoying and teaches useless information. Did not even do actual math
Jason Siefken,MAT244,"Oct 8th, 2024",5.0,2.0,"In terms of lectures, it's pretty helpful that Prof. Siefken asks us to collaborate with other students and share our ideas. That helps a lot in terms of understanding stuff. Layout of the course changed and we're dealing with excel which is great for learning real life skills, nice change of pace from regular math courses"
Jason Siefken,MAT244,"Oct 7th, 2024",1.0,5.0,"No concepts, just Excel and Desmos"
Jason Siefken,MAT244,"Oct 7th, 2024",1.0,3.0,"Assignments are marked super strictly while the questions don't ask for rigour, in an almost deceptive way. The midterm has a group/collaborative portion. In a math course. He is also condescending in response to students' concerns, saying students are complaining on purpose to attention grab, and that we should be like Abe Lincoln lol"
Jason Siefken,MAT135,"Oct 5th, 2024",5.0,2.0,"Great Prof for 135, prop the most inspiring"
Jason Siefken,MAT244,"Oct 5th, 2024",5.0,3.0,Best Prof ever for me ; absolutely loved him
Jason Siefken,MAT244,"Oct 5th, 2024",1.0,1.0,"Seems like he uses AI to grade assignments, they are not looked at by a human. Terrible professor. Assignments have no correlation to material, are more Excel related than math related."
Jason Siefken,MAT244,"Oct 5th, 2024",1.0,2.0,"Harsh grading, when the way to answer is unclear. Spends 90% of the lecture time on excel. We learn about trivial ODEs through reading textbook solely, might as well self study. This ODE course is made for those without interest in mathematics and not in any mathematics program. However, Professor Siefken is a nice person."
Jason Siefken,MAT244,"Sep 13th, 2024",2.0,3.0,"He overcomplicates easy topics. He forces students to discuss, and then leaves the correct solutions out in the air."
Jason Siefken,MAT335,"Dec 21st, 2023",5.0,2.0,"Amazing professor that cares a lot about pedagogy and how to teach students. Organizes lectures and assignments in a way that tells a story and leads you to make discoveries in math on your own.

Long essay instead of a final exam and lots of homework (half of which is simple programming in Python). Bonus marks for effort and showing you've tried."
Jason Siefken,MAT223,"Jun 5th, 2023",2.0,3.0,"He preaches student-centered learning, but he is so caught up in letting students struggle on a problem that he doesn't support actually reaching the answer. His lectures go over examples in his textbook, so if a concept didn't make sense in the reading it probably still won't in class. Calling on students for answers should be left in high school."
Jason Siefken,MAT223,"May 29th, 2023",5.0,2.0,"Awesome professor. Assigns readings before lecture and teaches by going through examples from the textbook during every lecture. He is passionate about teaching and answers questions with enthusiasm. Highly recommend (it's also an easy course, especially with such a great professor)."
Jason Siefken,MAT223,"Apr 10th, 2023",5.0,2.0,He was so nice I would take more courses with him :) Overall very good prof
Jason Siefken,MAT223,"Feb 2nd, 2023",1.0,2.0,"Overall, I feel that Siefken's class is not enjoyable. His MAT223 lectures do not discuss any of the concepts or give any intuition, and his teaching of this subject is much worse than previous courses in linear algebra I have taken. The way his textbook is integrated into lectures is good, although the textbook often has confusing explanations."
Jason Siefken,MAT223,"Dec 2nd, 2022",5.0,3.0,"wonderful prof! very approachable, knowledgeable, and interesting to talk to after class!"
Jason Siefken,MAT223,"Oct 20th, 2022",5.0,3.0,"I love the atmosphere during his lecture. I can hardly learn anything from his textbook when studying on my own, but I can figure all the things out during his lecture. His lecture is very helpful. Linear Algebra is also very easy and he provides us with a lot of chances to get a considerable grade. Would take his other courses if possible."
Jason Siefken,MAT135H,"Aug 31st, 2022",5.0,2.0,a very good prof overall
Jason Siefken,MAT223,"Jul 25th, 2022",1.0,2.0,"The class is awful, so it might just be its own fault. Then again, I think he made it."
Jason Siefken,MAT223,"Apr 6th, 2022",1.0,2.0,"Linear algebra is not very hard and the spring section was actually really easy. 65% of your grade was free. But learning sucks. His textbook is weird. It's not a standard order or way of teaching linear algebra, and certain common things (cross product...) are missing. Pretty wack overall."
Jason Siefken,MAT223,"Apr 6th, 2022",5.0,3.0,He is very enthusiastic about teaching and wants you to do really well in his class. Attending lectures is really useful since he wrote the textbook for the class and explains material you might not understand. I personally do really well in math when my professor really enjoys teaching the subject.
Jason Siefken,MAT223,"Dec 31st, 2021",1.0,5.0,"Lazy professor. Doesnt actually teach anyhting useful in class, waste time and money assign questions for students to complete.. He also ignores piazza posts since he seems unwilling to help. He gives brutal exams with failing averages and never curves. His class is haunted afrter the first week. Worst course seen so far. Avoid him at all costs"
Jason Siefken,MAT223,"Dec 30th, 2021",5.0,4.0,"Professor Siefken is one of my favourite teachers at U of T. His sense of humour and great interaction with students in the classroom attracted me a lot. Also, he is very patient when giving out suggestions and answers during office hours. Besides, he also gave me several suggestions not only in the field of Linear Algebra but also my personal life"
Jason Siefken,MAT223,"Oct 24th, 2021",1.0,4.0,"regraded my first midterm ever to 2 marks lower, thanks Jason"
Jason Siefken,MAT223,"Sep 16th, 2021",5.0,3.0,"Read the syllabus and the first few modules of the textbook. If you dislike the way they were written, then you probably won't like this course with Siefken. Pros: -Lectures are actually not useless -Textbook is not bloated -Exercises are insightful -Webwork is low effort practice Cons: -Perusall sucks"
Jason Siefken,MAT223,"Apr 16th, 2021",3.0,4.0,"Siefken gets a bad rap for his ""accelerated"" section ofMAT223 20-21 Fall, but he wasn't terrible. Not his fault we had to learn a semester's worth of content in 6 weeks. He wasn't very accomodating and his grading policy was odd to say the least. But his course-specific textbook was good and he clearly knows the material very well. Not too bad!"
Jason Siefken,MAT223,"Feb 5th, 2021",3.0,2.0,"MAT223 fall 2020 was kinda bird. The marking scheme requires intense participation which is fine by me. In fact, participation in a 10 min per week tutorial weighs 35% of the total mark. Very simple A. Siefken teaches well. He understands the concept and teaches them well. However, his textbook is actually horrendous, with useless sample problems."
Jason Siefken,MAT223,"Feb 4th, 2021",5.0,2.0,"I would say that his style of lecturing is not suited for everyone. He likes students participating and expects us to do our work beforehand. He doesn't give answers away and you really need to work for it, which imo is important when learning math. If you go to his office hours, he gives great feedback to your writeups and he rly knows his stuff."
Jason Siefken,MAT223,"Dec 30th, 2020",4.0,3.0,"I had almost no experience in linear algebra and found his methods to be helpful. Though he did assign a lot of homework, the load was manageable if you are organized. He does expect participation which promotes active recall + your questions won't get shut down. Attendance isn't mandatory but recommended since it's mainly practicing problems."
Jason Siefken,MAT223,"Dec 24th, 2020",3.0,2.0,"To do well in this course, you have to be motivated to read the chapters beforehand and try a few practice problems. The marking scheme was very fair this year with around half of it being basically annotations and participating during tutorials. Definitely not a course structure for those who have a difficult time self-learning."
Jason Siefken,MAT223,"Dec 23rd, 2020",1.0,1.0,This is seriously the most stupid format that you can learn math. Linear algebra can be a daunting subject especially if you have never taken anything like this before but rest assured Jason's self-written textbook will definitely make everything a hell lot harder. And guess what he force you to read and annotate it for marks too. DONT TAKE
Jason Siefken,MAT223,"Dec 11th, 2020",4.0,2.0,"Prof Siefken does his research in teaching so he really cares about knowing how you're doing in his class. There's lots of homework in the course BUT it is all fairly easy and it makes MAT223 a course that is an average booster. Tests are very hard but only because they're worth a small portion of the mark. Personally, I loved being in his course."
Jason Siefken,MAT223,"Oct 31st, 2020",3.0,3.0,"Have you learned anything about linear algebra before? if yes, ignore this, you are good to go, caring, inspirational, and so on if not, then please be aware that this is not a bird course. Textbook used is written by the prof himself, wanna do well, definitely read it carefully. Why? Because he is teaching ""his"" linear algebra, not linear algebra."
Jason Siefken,MAT223,"Oct 19th, 2020",1.0,5.0,good professor but bad course coordinator. his course is so hard.
Jason Siefken,MAT223,"Sep 11th, 2020",4.0,4.0,"The exam was hard, but his class is great. Passionate about teaching, require interaction, self-learning and read the textbook before. He would not explain everything during lecture, but If you carefully go through all the material he posted, it's not a big problem."
Jason Siefken,MAT335,"Jun 26th, 2020",5.0,2.0,"Jason's lectures follow his own course material that's pretty much written in the style of a textbook, and it is easy to do well in the course by simply following and understanding this material. He's a great teacher who cares about his student, and yet that could come in as a problem if you enjoy academic freedoms."
Jason Siefken,MAT335,"Apr 29th, 2020",1.0,2.0,"I got a 95 in this course and I feel like I didn't learn a thing. The homework exercises were either trivial or very hard, no inbetween. The grading scheme was bad: no part marks and all-or-nothing for each question; no feedback. At the depth at which we learned the material, the essays were pointless exercises in the use of the English language."
Jason Siefken,MAT223,"Apr 15th, 2020",1.0,3.0,Unbelievable. The first 20 minutes of your class is going to be him trying to inspire you. And he has this thought that he has to involve EVERYONE in lecture so he will call you out if you do not put your hand up or do not participate in discussions. Seems like he wanted to be an inspirational speaker than a math professor honestly. Did not learn.
Jason Siefken,MAT335,"Apr 5th, 2020",1.0,5.0,"One of the worst classes I've ever taken. Professor calls you out and embarrases you for things like not putting your hand up during a poll. No feedback on assignments, grading scheme for them is very unfair as it is all or none and strict. His response to this was, ""It's better to do a question and get 0 then to not do it at all"""
Jason Siefken,MAT223,"Mar 22nd, 2020",5.0,3.0,"Having taken upwards of 40 half credits worth of courses at the St George campus, I can say that Professor Siefken is one of my favourite instructors that Ive encountered at the university. His lectures are engaging, and he has a genuine interest in mathematical education as a whole. Do the assigned problems and practice midterms - youll be fine."
Jason Siefken,MAT223,"Jan 17th, 2020",5.0,1.0,"Jason is amazing during lectures! The textbook is written by himself so he has a system of linear algebra inside his brain. The problems in textbooks are designed to improve you understanding, and Jason can explain one problem with multiple methods, which is truly incredible! Make sure to read textbook before lecture to participate in the journey!"
Jason Siefken,MAT223,"Dec 13th, 2019",1.0,3.0,I read the comments on read my professor before and I originally thought people give him bad rating because they do not try hard. After attending his class for MAT223. I find out he is exactly like the comments here. His teaching skill is really poor and his explanation are usually useless. Basically I learned everything by myself.
Jason Siefken,MAT223,"Jun 22nd, 2019",5.0,3.0,His lectures are inspiring. The participation really matters.
Jason Siefken,MAT223,"May 23rd, 2019",1.0,5.0,"way too much material since tutorials, lectures and videos cover different things. Avoid him if you can."
Jason Siefken,MAT223,"May 3rd, 2019",2.0,5.0,He is a good professor just base on how he try to lead student to think. However it is more or less ridiculous that he doesn;t told you answer and want you to know everything. He bring the content in 224 to 223 and he teaches something that is different in mathmatical world! And he is always expecting people to memorize definition.
Jason Siefken,MAT223,"Apr 23rd, 2019",5.0,3.0,"I think he is really nice! The lectures are inspiring and homework is not very heavy. He also gives practice tests which are quite similar to the actual tests. So if you really come to class and try hard, you wouldn't find this course as difficult as you think."
Jason Siefken,MAT223,"Apr 18th, 2019",5.0,1.0,lol
Jason Siefken,MAT223,"Apr 5th, 2019",1.0,2.0,Very patronizing . He picks on students when a lot are shy and may have social anxiety this causes a lot of people to feel uncomfortable and not want to attend his lectures - given he is a course coordinator I would expect him to be more aware of his students given that uoft is suffering a mental health crisis .
Jason Siefken,MAT223,"Mar 26th, 2019",1.0,5.0,Worst prof Ive ever seen. Not student friendly at all. Very uptight and arrogant
Jason Siefken,MAT223,"Mar 22nd, 2019",4.0,2.0,I don't know why people find him so difficult. This is the easiest MAT course i've had so far. He basically gives you a practice test that is the same format as the real one. He's a great prof.
Jason Siefken,MAT223,"Mar 3rd, 2019",1.0,3.0,"The stuff in lectures, textbook homework, and webwork don't match up well it is confusing to keep up with content. He will walk around and ask you questions if you're sitting alone or not talking when we're suppose to ""discuss."" He assigns more questions on tophat for homework than to do in class which sort of defeats the point of tophat."
Jason Siefken,MAT223,"Feb 19th, 2019",5.0,4.0,"Easy grades? NO WAY! But that shouldn't deter you from taking this course with him. You won't receive easy answers or be taught mindless formulas. You have to work for your mark but you'll also receive plenty of resources to succeed between tutorials, extra practice problems, and office hours. If you work hard, you will succeed and genuinely LEARN!"
Jason Siefken,MAT223,"Feb 5th, 2019",2.0,4.0,"His notes are helpful but I find he assigns too much to do outside of class, making more than half the course self-taught. We have daily homework, textbook questions, textbook readings, videos, and WebWork questions - much more than an average class."
Jason Siefken,MAT223,"Feb 3rd, 2019",1.0,4.0,"Horribly disorganized course coordinator. It's like taking 3 different courses: lectures, online work, textbook. Spends way too long on easy questions and ""talk to neighbour"" in class -- when 95% of the class has no idea/doesn't care. Tests emphasize content barely on syllabus or taught. Avoid course if you can..."
Jason Siefken,MAT223,"Dec 19th, 2018",5.0,1.0,Notes are amazingly accurate and concise. The rigorous method of teaching was insightful. He's enthusiastic and knows his stuff very well.
Jason Siefken,MAT223,"Dec 16th, 2018",5.0,2.0,"One of the best professor I have met at UofT. To be honest, professor Siefken's lecture is just fascinating. As long as you do what he asked, easy A I would say."
Jason Siefken,MAT223,"Dec 8th, 2018",1.0,2.0,"Considered MAT223 a bird course. Things get harder when you are supposed to learn his own definitions, which sometimes do not correspond to any conventional ones. Ambiguity everywhere, too many mistakes for UofT prof and useless lectures where you finish less tasks per hour(1-2) than you would on your own(3-4). Thinks he is funny. He is in some way"
Jason Siefken,MAT223,"Nov 29th, 2018",3.0,3.0,"Not a huge fan of the inverted classroom style or randomly calling on people. That being said, he makes expectations very clear which is nice. Do the practice exams, homework, and textbook questions and you'll do well."
Jason Siefken,MAT223,"Nov 3rd, 2018",5.0,4.0,"- Inquiry-based teaching: engaging, makes you actively learn - Responsive to questions: not always, but often gives great answers - High participation: you could avoid it if you want, but here it makes you learn - Hectic office hours/not v accessible outside class - Great past midterms: same type of Q, harder than on midterm - Clear expectations"
Jason Siefken,MAT223,"Nov 3rd, 2018",1.0,2.0,"He's one of those ""there's nothing I can do"" professors who doesn't care about individual students. Too ""busy"" to meet students one on one, prefers to send curt and unhelpful emails instead. Class and material was easy overall, but the prof was one of the worst I've had."
Jason Siefken,MAT223,"Nov 1st, 2018",1.0,5.0,"Jason, who changed the course MAT223, make me learn more about MAT224 and use his own definition which makes me confused. He is the first teacher for my linear algebra and he also will be the last teacher for my linear algebra. Goodbye Jason, I am now knowing that I am not capable to be your student, and thank you."
Jason Siefken,MAT223,"Oct 26th, 2018",4.0,4.0,"Prof. Siefken clearly cares about the success of his students, and their ability to thoroughly understand the course material. The approach that he takes to linear algebra is fantastic. You can't get by just practicing problems, and running through hours of mindless computations in preparation for the tests - you really have to grasp the concepts."
Jason Siefken,MAT223,"Oct 24th, 2018",5.0,3.0,Professor Siefken is a fantastic educator. He puts a lot of time and care into MAT223. I find the inverse classroom format to be very enjoyable and he does such a great job with engaging us grumpy students. He always goes above and beyond to take care of details to make sure we are engaged with the material and are staying on track.
Jason Siefken,MAT223,"Oct 3rd, 2018",1.0,5.0,I don't know where he developed his techniques and I don't get why he thinks they're designed to work. Course is so disorganized.
Jason Siefken,MAT224,"Aug 5th, 2018",1.0,5.0,"Compared with attending his lectures, I would rather spend three hours listening to Lil Pump's single Drug Addict repetitively....."
Jason Siefken,MAT224,"May 13th, 2018",1.0,5.0,Do not take his course!
Jason Siefken,MAT224,"May 8th, 2018",1.0,5.0,Worst prof I had in my first year! The most stubborn professor i've seen in my life!
Jason Siefken,MAT224,"Apr 19th, 2018",1.0,5.0,"The worst Prof that I've ever met. NO SOLUTIONS TO QUESTIONS POSTED , NO EFFICIENT OFFICE HOURS and BAD EXPLANATIONS ON THE COURSE OBJECTS. Heavy tests and strict grading. Don't choose this MAT 224 prof. I'm really curious about why the school still keeps him."
Jason Siefken,MAT224,"Apr 18th, 2018",1.0,5.0,"Worst prof ever .The review session he gave is so hard ,some of the ta cant even do the question .Just dont take it unless u like nightmares"
